"Notes","County","County Code","Year","Year Code","Underlying Cause of death","Underlying Cause of death Code","Multiple Cause of death","Multiple Cause of death Code",Deaths,Population,Crude Rate
,"Contra Costa County, CA","06013","2019","2019","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",76,1153526,6.6
,"Contra Costa County, CA","06013","2020","2020","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",44,1152333,3.8
,"Contra Costa County, CA","06013","2020","2020","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",45,1152333,3.9
,"Contra Costa County, CA","06013","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Heroin","T40.1",11,1152333,Unreliable
,"Contra Costa County, CA","06013","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other synthetic narcotics","T40.4",50,1152333,4.3
,"Contra Costa County, CA","06013","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Cocaine","T40.5",20,1152333,1.7
,"Contra Costa County, CA","06013","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",72,1152333,6.2
,"Contra Costa County, CA","06013","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other opioids","T40.2",14,1152333,Unreliable
,"Contra Costa County, CA","06013","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",57,1152333,4.9
,"Contra Costa County, CA","06013","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Cocaine","T40.5",12,1152333,Unreliable
,"Contra Costa County, CA","06013","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Benzodiazepines","T42.4",10,1152333,Unreliable
,"Contra Costa County, CA","06013","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",53,1152333,4.6
,"Contra Costa County, CA","06013","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",106,1152333,9.2
,"Contra Costa County, CA","06013","2021","2021","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",33,1161413,2.8
,"Contra Costa County, CA","06013","2021","2021","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",33,1161413,2.8
,"Contra Costa County, CA","06013","2021","2021","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other synthetic narcotics","T40.4",56,1161413,4.8
,"Contra Costa County, CA","06013","2021","2021","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Cocaine","T40.5",17,1161413,Unreliable
,"Contra Costa County, CA","06013","2021","2021","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",67,1161413,5.8
,"Contra Costa County, CA","06013","2021","2021","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",101,1161413,8.7
,"Contra Costa County, CA","06013","2021","2021","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Cocaine","T40.5",23,1161413,2.0
,"Contra Costa County, CA","06013","2021","2021","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Benzodiazepines","T42.4",13,1161413,Unreliable
,"Contra Costa County, CA","06013","2021","2021","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",101,1161413,8.7
,"Contra Costa County, CA","06013","2021","2021","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",151,1161413,13.0
,"Contra Costa County, CA","06013","2022","2022","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",38,1156966,3.3
,"Contra Costa County, CA","06013","2022","2022","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",40,1156966,3.5
,"Contra Costa County, CA","06013","2022","2022","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other synthetic narcotics","T40.4",65,1156966,5.6
,"Contra Costa County, CA","06013","2022","2022","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Cocaine","T40.5",33,1156966,2.9
,"Contra Costa County, CA","06013","2022","2022","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",80,1156966,6.9
,"Contra Costa County, CA","06013","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",88,1156966,7.6
,"Contra Costa County, CA","06013","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Cocaine","T40.5",12,1156966,Unreliable
,"Contra Costa County, CA","06013","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",87,1156966,7.5
,"Contra Costa County, CA","06013","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",112,1156966,9.7
,"Contra Costa County, CA","06013","2022","2022","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",11,1156966,Unreliable
,"Contra Costa County, CA","06013","2023 ","2023","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",43,1155025,3.7
,"Contra Costa County, CA","06013","2023 ","2023","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",45,1155025,3.9
,"Contra Costa County, CA","06013","2023 ","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other synthetic narcotics","T40.4",62,1155025,5.4
,"Contra Costa County, CA","06013","2023 ","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Cocaine","T40.5",25,1155025,2.2
,"Contra Costa County, CA","06013","2023 ","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",79,1155025,6.8
,"Contra Costa County, CA","06013","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other opioids","T40.2",10,1155025,Unreliable
,"Contra Costa County, CA","06013","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",97,1155025,8.4
,"Contra Costa County, CA","06013","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Cocaine","T40.5",19,1155025,Unreliable
,"Contra Costa County, CA","06013","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Benzodiazepines","T42.4",11,1155025,Unreliable
,"Contra Costa County, CA","06013","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",96,1155025,8.3
,"Contra Costa County, CA","06013","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",128,1155025,11.1
