"Notes","County","County Code","Year","Year Code","Multiple Cause of death","Multiple Cause of death Code","Underlying Cause of death","Underlying Cause of death Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,% of Total Deaths
,"El Dorado County, CA","06017","2021","2021","Other opioids","T40.2","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",13,193221,Unreliable,3.6,11.5,1.9,0.0%
,"El Dorado County, CA","06017","2021","2021","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",10,193221,Unreliable,2.5,9.5,1.6,0.0%
,"El Dorado County, CA","06017","2021","2021","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",18,193221,Unreliable,5.5,14.7,2.2,0.0%
,"El Dorado County, CA","06017","2021","2021","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",12,193221,Unreliable,3.2,10.8,1.8,0.0%
,"El Dorado County, CA","06017","2022","2022","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",12,192646,Unreliable,3.2,10.9,1.8,0.0%
,"El Dorado County, CA","06017","2022","2022","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",16,192646,Unreliable,4.7,13.5,2.1,0.0%
,"El Dorado County, CA","06017","2022","2022","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",16,192646,Unreliable,4.7,13.5,2.1,0.0%
,"El Dorado County, CA","06017","2023 ","2023","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",19,192215,Unreliable,6.0,15.4,2.3,0.0%
,"El Dorado County, CA","06017","2023 ","2023","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",17,192215,Unreliable,5.2,14.2,2.1,0.0%
,"Fresno County, CA","06019","2018","2018","Other opioids","T40.2","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",13,994400,Unreliable,0.7,2.2,0.4,0.0%
,"Fresno County, CA","06019","2018","2018","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",50,994400,5.0,3.7,6.6,0.7,0.0%
,"Fresno County, CA","06019","2019","2019","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",54,999101,5.4,4.1,7.1,0.7,0.1%
,"Fresno County, CA","06019","2019","2019","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",13,999101,Unreliable,0.7,2.2,0.4,0.0%
,"Fresno County, CA","06019","2020","2020","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",27,1000918,2.7,1.8,3.9,0.5,0.0%
,"Fresno County, CA","06019","2020","2020","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",15,1000918,Unreliable,0.8,2.5,0.4,0.0%
,"Fresno County, CA","06019","2020","2020","Cocaine","T40.5","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",13,1000918,Unreliable,0.7,2.2,0.4,0.0%
,"Fresno County, CA","06019","2020","2020","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",72,1000918,7.2,5.6,9.1,0.8,0.1%
,"Fresno County, CA","06019","2020","2020","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",21,1000918,2.1,1.3,3.2,0.5,0.0%
,"Fresno County, CA","06019","2021","2021","Other opioids","T40.2","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",10,1013581,Unreliable,0.5,1.8,0.3,0.0%
,"Fresno County, CA","06019","2021","2021","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",45,1013581,4.4,3.2,5.9,0.7,0.0%
,"Fresno County, CA","06019","2021","2021","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",23,1013581,2.3,1.4,3.4,0.5,0.0%
,"Fresno County, CA","06019","2021","2021","Cocaine","T40.5","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",12,1013581,Unreliable,0.6,2.1,0.3,0.0%
,"Fresno County, CA","06019","2021","2021","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",85,1013581,8.4,6.7,10.4,0.9,0.1%
,"Fresno County, CA","06019","2021","2021","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",29,1013581,2.9,1.9,4.1,0.5,0.0%
,"Fresno County, CA","06019","2022","2022","Other opioids","T40.2","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",14,1015190,Unreliable,0.8,2.3,0.4,0.0%
,"Fresno County, CA","06019","2022","2022","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",61,1015190,6.0,4.6,7.7,0.8,0.1%
,"Fresno County, CA","06019","2022","2022","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",44,1015190,4.3,3.1,5.8,0.7,0.0%
,"Fresno County, CA","06019","2022","2022","Cocaine","T40.5","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",12,1015190,Unreliable,0.6,2.1,0.3,0.0%
,"Fresno County, CA","06019","2022","2022","Benzodiazepines","T42.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",13,1015190,Unreliable,0.7,2.2,0.4,0.0%
,"Fresno County, CA","06019","2022","2022","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",61,1015190,6.0,4.6,7.7,0.8,0.1%
,"Fresno County, CA","06019","2022","2022","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",39,1015190,3.8,2.7,5.3,0.6,0.0%
,"Fresno County, CA","06019","2023 ","2023","Other opioids","T40.2","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",13,1017162,Unreliable,0.7,2.2,0.4,0.0%
,"Fresno County, CA","06019","2023 ","2023","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",42,1017162,4.1,3.0,5.6,0.6,0.0%
,"Fresno County, CA","06019","2023 ","2023","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",61,1017162,6.0,4.6,7.7,0.8,0.1%
,"Fresno County, CA","06019","2023 ","2023","Cocaine","T40.5","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",18,1017162,Unreliable,1.0,2.8,0.4,0.0%
,"Fresno County, CA","06019","2023 ","2023","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",80,1017162,7.9,6.2,9.8,0.9,0.1%
,"Fresno County, CA","06019","2023 ","2023","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",68,1017162,6.7,5.2,8.5,0.8,0.1%
,"Humboldt County, CA","06023","2020","2020","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",11,134977,Unreliable,4.1,14.6,2.5,0.0%
,"Humboldt County, CA","06023","2021","2021","Other opioids","T40.2","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",10,136310,Unreliable,3.5,13.5,2.3,0.0%
,"Humboldt County, CA","06023","2021","2021","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",26,136310,19.1,12.5,27.9,3.7,0.0%
,"Humboldt County, CA","06023","2021","2021","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",12,136310,Unreliable,4.5,15.4,2.5,0.0%
,"Humboldt County, CA","06023","2021","2021","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",10,136310,Unreliable,3.5,13.5,2.3,0.0%
,"Humboldt County, CA","06023","2021","2021","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",12,136310,Unreliable,4.5,15.4,2.5,0.0%
,"Humboldt County, CA","06023","2022","2022","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",37,135010,27.4,19.3,37.8,4.5,0.0%
,"Humboldt County, CA","06023","2022","2022","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",31,135010,23.0,15.6,32.6,4.1,0.0%
,"Humboldt County, CA","06023","2022","2022","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",27,135010,20.0,13.2,29.1,3.8,0.0%
,"Humboldt County, CA","06023","2023 ","2023","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",42,133985,31.3,22.6,42.4,4.8,0.0%
,"Humboldt County, CA","06023","2023 ","2023","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",16,133985,Unreliable,6.8,19.4,3.0,0.0%
,"Humboldt County, CA","06023","2023 ","2023","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",13,133985,Unreliable,5.2,16.6,2.7,0.0%
,"Imperial County, CA","06025","2018","2018","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",15,181827,Unreliable,4.6,13.6,2.1,0.0%
,"Imperial County, CA","06025","2020","2020","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",17,180267,Unreliable,5.5,15.1,2.3,0.0%
,"Imperial County, CA","06025","2020","2020","Other and unspecified narcotics","T40.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",16,180267,Unreliable,5.1,14.4,2.2,0.0%
,"Imperial County, CA","06025","2020","2020","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",28,180267,15.5,10.3,22.4,2.9,0.0%
,"Imperial County, CA","06025","2020","2020","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",22,180267,12.2,7.6,18.5,2.6,0.0%
,"Imperial County, CA","06025","2021","2021","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",12,179851,Unreliable,3.4,11.7,1.9,0.0%
,"Imperial County, CA","06025","2021","2021","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",13,179851,Unreliable,3.8,12.4,2.0,0.0%
,"Imperial County, CA","06025","2022","2022","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",15,178713,Unreliable,4.7,13.8,2.2,0.0%
,"Imperial County, CA","06025","2022","2022","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",15,178713,Unreliable,4.7,13.8,2.2,0.0%
,"Kern County, CA","06029","2018","2018","Heroin","T40.1","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,896764,Unreliable,0.5,2.1,0.4,0.0%
,"Kern County, CA","06029","2018","2018","Other opioids","T40.2","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",15,896764,Unreliable,0.9,2.8,0.4,0.0%
,"Kern County, CA","06029","2018","2018","Other opioids","T40.2","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",27,896764,3.0,2.0,4.4,0.6,0.0%
